Date,Apple,Tesla,Amazon,Visa,Microsoft
2017-04-05,36.005001068115234,45.4640007019043,65.55999755859375,19.666667938232422,89.02999877929688
2017-04-06,35.915000915527344,44.91400146484375,65.7300033569336,19.913333892822266,89.08999633789062
2017-04-07,35.834999084472656,44.74399948120117,65.68000030517578,20.16933250427246,88.73999786376953
2017-04-10,35.79249954223633,45.35200119018555,65.52999877929688,20.826000213623047,88.86000061035156
2017-04-11,35.407501220703125,45.11800003051758,65.4800033569336,20.58066749572754,88.8499984741211
2017-04-12,35.45000076293945,44.811500549316406,65.2300033569336,19.78933334350586,88.68000030517578
2017-04-13,35.26250076293945,44.23350143432617,64.94999694824219,20.266666412353516,88.87000274658203
2017-04-17,35.45750045776367,45.0994987487793,65.4800033569336,20.09600067138672,89.80999755859375
2017-04-18,35.29999923706055,45.18899917602539,65.38999938964844,20.016666412353516,89.7300033569336
2017-04-19,35.16999816894531,44.959999084472656,65.04000091552734,20.368000030517578,89.75
2017-04-20,35.61000061035156,45.10300064086914,65.5,20.167333602905273,91.1500015258789
2017-04-21,35.567501068115234,44.92649841308594,66.4000015258789,20.373332977294922,91.1500015258789
2017-04-24,35.90999984741211,45.37049865722656,67.52999877929688,20.53533363342285,91.8499984741211
2017-04-25,36.13249969482422,45.38100051879883,67.91999816894531,20.91933250427246,92.11000061035156
2017-04-26,35.91999816894531,45.464500427246094,67.83000183105469,20.67799949645996,91.81999969482422
2017-04-27,35.9474983215332,45.91899871826172,68.2699966430664,20.575332641601562,91.5999984741211
2017-04-28,35.912498474121094,46.2495002746582,68.45999908447266,20.937999725341797,91.22000122070312
2017-05-01,36.64500045776367,47.4114990234375,69.41000366210938,21.52199935913086,91.26000213623047
2017-05-02,36.877498626708984,47.34700012207031,69.30000305175781,21.25933265686035,92.54000091552734
2017-05-03,36.76499938964844,47.05149841308594,69.08000183105469,20.73466682434082,92.44000244140625
2017-05-04,36.63249969482422,46.87649917602539,68.80999755859375,19.69733238220215,92.62000274658203
2017-05-05,37.2400016784668,46.70750045776367,69.0,20.55666732788086,92.08999633789062
2017-05-08,38.252498626708984,47.45199966430664,68.94000244140625,20.479333877563477,91.91999816894531
2017-05-09,38.497501373291016,47.64099884033203,69.04000091552734,21.417333602905273,92.0
2017-05-10,38.314998626708984,47.4474983215332,69.30999755859375,21.681333541870117,92.25
2017-05-11,38.48749923706055,47.38100051879883,68.45999908447266,21.540000915527344,92.0999984741211
2017-05-12,39.025001525878906,48.067501068115234,68.37999725341797,21.65399932861328,92.7300033569336
2017-05-15,38.92499923706055,47.89849853515625,68.43000030517578,21.058666229248047,93.2300033569336
2017-05-16,38.86750030517578,48.30350112915039,69.41000366210938,21.134000778198242,93.1500015258789
2017-05-17,37.5625,47.237998962402344,67.4800033569336,20.407333374023438,91.76000213623047
2017-05-18,38.1349983215332,47.92449951171875,67.70999908447266,20.87066650390625,91.70999908447266
2017-05-19,38.26499938964844,47.992000579833984,67.69000244140625,20.722000122070312,92.4800033569336
2017-05-22,38.497501373291016,48.53350067138672,68.44999694824219,20.690000534057617,93.30999755859375
2017-05-23,38.45000076293945,48.57699966430664,68.68000030517578,20.257333755493164,93.86000061035156
2017-05-24,38.334999084472656,49.01750183105469,68.7699966430664,20.681333541870117,94.80999755859375
2017-05-25,38.467498779296875,49.66899871826172,69.62000274658203,21.121999740600586,95.04000091552734
2017-05-26,38.40250015258789,49.78900146484375,69.95999908447266,21.676000595092773,94.66999816894531
2017-05-30,38.41749954223633,49.834999084472656,70.41000366210938,22.34000015258789,94.72000122070312
2017-05-31,38.189998626708984,49.73099899291992,69.83999633789062,22.733999252319336,95.2300033569336
2017-06-01,38.29499816894531,49.79750061035156,70.0999984741211,22.691333770751953,95.4000015258789
2017-06-02,38.86249923706055,50.33649826049805,71.76000213623047,22.656667709350586,96.1500015258789
2017-06-05,38.48249816894531,50.56700134277344,72.27999877929688,23.154666900634766,96.55000305175781
2017-06-06,38.61249923706055,50.150001525878906,72.5199966430664,23.523332595825195,95.79000091552734
2017-06-07,38.842498779296875,50.503501892089844,72.38999938964844,23.976667404174805,96.08999633789062
2017-06-08,38.747501373291016,50.51350021362305,71.94999694824219,24.666667938232422,96.08999633789062
2017-06-09,37.244998931884766,48.91550064086914,70.31999969482422,23.821332931518555,94.55999755859375
2017-06-12,36.35499954223633,48.24549865722656,69.77999877929688,23.93400001525879,93.5
2017-06-13,36.647499084472656,49.03950119018555,70.6500015258789,25.06333351135254,95.08000183105469
2017-06-14,36.290000915527344,48.82350158691406,70.2699966430664,25.37733268737793,95.31999969482422
2017-06-15,36.0724983215332,48.208499908447266,69.9000015258789,25.022666931152344,94.16999816894531
2017-06-16,35.567501068115234,49.385501861572266,70.0,24.760000228881836,94.16999816894531
2017-06-19,36.584999084472656,49.75849914550781,70.87000274658203,24.65333366394043,94.79000091552734
2017-06-20,36.252498626708984,49.62950134277344,69.91000366210938,24.81599998474121,94.37999725341797
2017-06-21,36.467498779296875,50.11149978637695,70.2699966430664,25.093332290649414,94.54000091552734
2017-06-22,36.407501220703125,50.064998626708984,70.26000213623047,25.507333755493164,93.94999694824219
2017-06-23,36.56999969482422,50.1870002746582,71.20999908447266,25.56333351135254,95.58000183105469
2017-06-26,36.45500183105469,49.69900131225586,70.52999877929688,25.166000366210938,95.22000122070312
2017-06-27,35.932498931884766,48.8390007019043,69.20999908447266,24.158000946044922,94.9000015258789
2017-06-28,36.45750045776367,49.51649856567383,69.80000305175781,24.749332427978516,96.2300033569336
2017-06-29,35.91999816894531,48.79650115966797,68.48999786376953,24.049999237060547,94.41999816894531
2017-06-30,36.005001068115234,48.400001525878906,68.93000030517578,24.107332229614258,93.77999877929688
2017-07-03,35.875,47.68299865722656,68.16999816894531,23.507999420166016,93.3499984741211
2017-07-05,36.022499084472656,48.56999969482422,69.08000183105469,21.805999755859375,94.01000213623047
2017-07-06,35.682498931884766,48.25699996948242,68.56999969482422,20.588666915893555,93.25
2017-07-07,36.04499816894531,48.9379997253418,69.45999908447266,20.881332397460938,93.91999816894531
2017-07-10,36.26499938964844,49.82350158691406,69.9800033569336,21.06999969482422,95.08999633789062
2017-07-11,36.38249969482422,49.70650100708008,69.98999786376953,21.814666748046875,95.41000366210938
2017-07-12,36.435001373291016,50.32550048828125,71.1500015258789,21.968000411987305,96.18000030517578
2017-07-13,36.942501068115234,50.03150177001953,71.7699966430664,21.560667037963867,95.94000244140625
2017-07-14,37.2599983215332,50.09049987792969,72.77999877929688,21.851999282836914,96.93000030517578
2017-07-17,37.38999938964844,50.50199890136719,73.3499984741211,21.30466651916504,96.83000183105469
2017-07-18,37.52000045776367,51.22249984741211,73.30000305175781,21.882667541503906,97.58000183105469
2017-07-19,37.755001068115234,51.34349822998047,73.86000061035156,21.68400001525879,98.25
2017-07-20,37.584999084472656,51.435001373291016,74.22000122070312,21.994667053222656,98.11000061035156
2017-07-21,37.567501068115234,51.28350067138672,73.79000091552734,21.893333435058594,99.5999984741211
2017-07-24,38.022499084472656,51.9474983215332,73.5999984741211,22.834667205810547,100.37000274658203
2017-07-25,38.185001373291016,51.993499755859375,74.19000244140625,22.639999389648438,99.98999786376953
2017-07-26,38.3650016784668,52.63999938964844,74.05000305175781,22.92333221435547,100.8499984741211
2017-07-27,37.63999938964844,52.29999923706055,73.16000366210938,22.297332763671875,99.56999969482422
2017-07-28,37.375,51.00199890136719,73.04000091552734,22.33799934387207,99.1500015258789
2017-07-31,37.182498931884766,49.388999938964844,72.69999694824219,21.564666748046875,99.55999755859375
2017-08-01,37.51250076293945,49.80950164794922,72.58000183105469,21.30466651916504,100.87000274658203
2017-08-02,39.28499984741211,49.794498443603516,72.26000213623047,21.72599983215332,101.27999877929688
2017-08-03,38.89250183105469,49.34600067138672,72.1500015258789,23.139333724975586,100.58999633789062
2017-08-04,39.09749984741211,49.37900161743164,72.68000030517578,23.79400062561035,100.88999938964844
2017-08-07,39.70249938964844,49.61349868774414,72.4000015258789,23.67799949645996,101.48999786376953
2017-08-08,40.02000045776367,49.492000579833984,72.79000091552734,24.347999572753906,101.27999877929688
2017-08-09,40.26499938964844,49.10049819946289,72.47000122070312,24.235332489013672,100.97000122070312
2017-08-10,38.83000183105469,47.84600067138672,71.41000366210938,23.69333267211914,99.48999786376953
2017-08-11,39.369998931884766,48.39950180053711,72.5,23.857999801635742,100.08999633789062
2017-08-14,39.962501525878906,49.165000915527344,73.58999633789062,24.253332138061523,101.87000274658203
2017-08-15,40.400001525878906,49.137001037597656,73.22000122070312,24.155332565307617,102.62999725341797
2017-08-16,40.23749923706055,48.909000396728516,73.6500015258789,24.194000244140625,103.31999969482422
2017-08-17,39.46500015258789,48.028499603271484,72.4000015258789,23.461332321166992,102.16000366210938
2017-08-18,39.375,47.923500061035156,72.48999786376953,23.163999557495117,102.51000213623047
2017-08-21,39.3025016784668,47.66450119018555,72.1500015258789,22.52400016784668,103.22000122070312
2017-08-22,39.94499969482422,48.345001220703125,73.16000366210938,22.75666618347168,104.06999969482422
2017-08-23,39.994998931884766,47.900001525878906,72.72000122070312,23.51799964904785,103.18000030517578
2017-08-24,39.817501068115234,47.622501373291016,72.69000244140625,23.528667449951172,103.22000122070312
2017-08-25,39.96500015258789,47.26300048828125,72.81999969482422,23.203332901000977,103.3499984741211
2017-08-28,40.36750030517578,47.30099868774414,72.83000183105469,23.04400062561035,103.77999877929688
2017-08-29,40.727500915527344,47.702999114990234,73.05000305175781,23.157333374023438,103.7699966430664
2017-08-30,40.837501525878906,48.37950134277344,74.01000213623047,23.545333862304688,103.7300033569336
2017-08-31,41.0,49.029998779296875,74.7699966430664,23.726667404174805,103.5199966430664
2017-09-01,41.01250076293945,48.912498474121094,73.94000244140625,23.69333267211914,103.9000015258789
2017-09-05,40.52000045776367,48.26350021362305,73.61000061035156,23.305999755859375,103.01000213623047
2017-09-06,40.477500915527344,48.38999938964844,73.4000015258789,22.968666076660156,103.18000030517578
2017-09-07,40.314998626708984,48.9734992980957,74.33999633789062,23.374000549316406,104.55999755859375
2017-09-08,39.657501220703125,48.29499816894531,73.9800033569336,22.893333435058594,104.43000030517578
2017-09-11,40.375,48.89799880981445,74.76000213623047,24.246000289916992,106.1500015258789
2017-09-12,40.21500015258789,49.12900161743164,74.68000030517578,24.183332443237305,106.20999908447266
2017-09-13,39.912498474121094,49.97999954223633,75.20999908447266,24.415332794189453,105.83000183105469
2017-09-14,39.56999969482422,49.61050033569336,74.7699966430664,25.176000595092773,106.08000183105469
2017-09-15,39.970001220703125,49.339500427246094,75.30999755859375,25.320667266845703,105.30000305175781
2017-09-18,39.66749954223633,48.70949935913086,75.16000366210938,25.666667938232422,104.83000183105469
2017-09-19,39.682498931884766,48.49300003051758,75.44000244140625,25.00666618347168,105.41000366210938
2017-09-20,39.01750183105469,48.660499572753906,74.94000244140625,24.92733383178711,104.97000122070312
2017-09-21,38.34749984741211,48.23249816894531,74.20999908447266,24.43199920654297,105.30999755859375
2017-09-22,37.97249984741211,47.755001068115234,74.41000366210938,23.4060001373291,105.55999755859375
2017-09-25,37.63750076293945,46.989498138427734,73.26000213623047,22.999332427978516,103.0199966430664
2017-09-26,38.28499984741211,46.93000030517578,73.26000213623047,23.016666412353516,102.94000244140625
2017-09-27,38.557498931884766,47.54349899291992,73.8499984741211,22.731332778930664,103.88999938964844
2017-09-28,38.31999969482422,47.81999969482422,73.87000274658203,22.639999389648438,104.58000183105469
2017-09-29,38.529998779296875,48.067501068115234,74.48999786376953,22.739999771118164,105.23999786376953
2017-10-02,38.45249938964844,47.95949935913086,74.61000061035156,22.768667221069336,105.44000244140625
2017-10-03,38.619998931884766,47.85499954223633,74.26000213623047,23.209333419799805,105.58999633789062
2017-10-04,38.369998931884766,48.272499084472656,74.69000244140625,23.667333602905273,105.30999755859375
2017-10-05,38.84749984741211,49.04249954223633,75.97000122070312,23.68866729736328,106.23999786376953
2017-10-06,38.82500076293945,49.479000091552734,76.0,23.79199981689453,106.7300033569336
2017-10-09,38.959999084472656,49.54949951171875,76.29000091552734,22.862667083740234,107.01000213623047
2017-10-10,38.974998474121094,49.36000061035156,76.29000091552734,23.70599937438965,107.30999755859375
2017-10-11,39.13750076293945,49.75,76.41999816894531,23.639999389648438,108.44000244140625
2017-10-12,39.0,50.04650115966797,77.12000274658203,23.711999893188477,108.11000061035156
2017-10-13,39.247501373291016,50.14699935913086,77.48999786376953,23.704666137695312,108.66000366210938
2017-10-16,39.970001220703125,50.31700134277344,77.6500015258789,23.373332977294922,108.30000305175781
2017-10-17,40.11750030517578,50.45650100708008,77.58999633789062,23.71666717529297,107.54000091552734
2017-10-18,39.939998626708984,49.849998474121094,77.61000061035156,23.976667404174805,107.80000305175781
2017-10-19,38.994998931884766,49.330501556396484,77.91000366210938,23.45400047302246,107.0199966430664
2017-10-20,39.0625,49.14550018310547,78.80999755859375,23.00666618347168,107.55000305175781
2017-10-23,39.04249954223633,48.314998626708984,78.83000183105469,22.468000411987305,107.52999877929688
2017-10-24,39.275001525878906,48.79499816894531,78.86000061035156,22.48933219909668,108.41000366210938
2017-10-25,39.102500915527344,48.64550018310547,78.62999725341797,21.722667694091797,109.48999786376953
2017-10-26,39.352500915527344,48.621498107910156,78.76000213623047,21.744667053222656,109.80000305175781
2017-10-27,40.76250076293945,55.04750061035156,83.80999755859375,21.391332626342773,109.70999908447266
2017-10-30,41.68000030517578,55.54249954223633,83.88999938964844,21.338666915893555,110.04000091552734
2017-10-31,42.2599983215332,55.263999938964844,83.18000030517578,22.101999282836914,109.9800033569336
2017-11-01,41.72249984741211,55.183998107910156,83.18000030517578,21.405332565307617,111.06999969482422
2017-11-02,42.02750015258789,54.71099853515625,84.05000305175781,19.950666427612305,110.9800033569336
2017-11-03,43.125,55.58000183105469,84.13999938964844,20.4060001373291,111.36000061035156
2017-11-06,43.5625,56.03300094604492,84.47000122070312,20.185333251953125,111.91999816894531
2017-11-07,43.70249938964844,56.15850067138672,84.2699966430664,20.40333366394043,112.08999633789062
2017-11-08,44.060001373291016,56.64400100708008,84.55999755859375,20.292667388916016,112.47000122070312
2017-11-09,43.970001220703125,56.45650100708008,84.08999633789062,20.19933319091797,112.13999938964844
2017-11-10,43.66749954223633,56.26750183105469,83.87000274658203,20.19933319091797,111.87999725341797
2017-11-13,43.49250030517578,56.458499908447266,83.93000030517578,21.02666664123535,111.4000015258789
2017-11-14,42.834999084472656,56.84199905395508,84.05000305175781,20.579999923706055,111.9800033569336
2017-11-15,42.27000045776367,56.33449935913086,82.9800033569336,20.753332138061523,110.25
2017-11-16,42.775001525878906,56.864498138427734,83.19999694824219,20.833332061767578,111.0199966430664
2017-11-17,42.537498474121094,56.49399948120117,82.4000015258789,21.003332138061523,109.81999969482422
2017-11-20,42.494998931884766,56.31549835205078,82.52999877929688,20.582666397094727,109.94999694824219
2017-11-21,43.28499984741211,56.9744987487793,83.72000122070312,21.187332153320312,111.44999694824219
2017-11-22,43.7400016784668,57.80799865722656,83.11000061035156,20.84000015258789,110.81999969482422
2017-11-24,43.74250030517578,59.29999923706055,83.26000213623047,21.036666870117188,111.97000122070312
2017-11-27,43.522499084472656,59.791500091552734,83.87000274658203,21.12066650390625,112.37999725341797
2017-11-28,43.26750183105469,59.68000030517578,84.87999725341797,21.170000076293945,113.36000061035156
2017-11-29,42.369998931884766,58.063499450683594,83.33999633789062,20.502666473388672,109.86000061035156
2017-11-30,42.962501525878906,58.837501525878906,84.16999816894531,20.59000015258789,112.58999633789062
2017-12-01,42.76250076293945,58.11750030517578,84.26000213623047,20.435333251953125,110.7300033569336
2017-12-04,42.45000076293945,56.6974983215332,81.08000183105469,20.34666633605957,107.43000030517578
2017-12-05,42.40999984741211,57.07849884033203,81.58999633789062,20.246667861938477,108.58000183105469
2017-12-06,42.252498626708984,57.61750030517578,82.77999877929688,20.884000778198242,109.73999786376953
2017-12-07,42.33000183105469,57.989498138427734,82.48999786376953,20.749332427978516,111.4000015258789
2017-12-08,42.342498779296875,58.099998474121094,84.16000366210938,21.0086669921875,112.5999984741211
2017-12-11,43.16749954223633,58.44599914550781,85.2300033569336,21.92733383178711,112.37000274658203
2017-12-12,42.92499923706055,58.25400161743164,85.58000183105469,22.735332489013672,113.45999908447266
2017-12-13,43.067501068115234,58.20650100708008,85.3499984741211,22.601999282836914,113.30999755859375
2017-12-14,43.05500030517578,58.7130012512207,84.69000244140625,22.525999069213867,112.91999816894531
2017-12-15,43.49250030517578,58.957000732421875,86.8499984741211,22.89666748046875,113.81999969482422
2017-12-18,44.10499954223633,59.52899932861328,86.37999725341797,22.591333389282227,113.55000305175781
2017-12-19,43.6349983215332,59.36899948120117,85.83000183105469,22.073333740234375,112.13999938964844
2017-12-20,43.587501525878906,58.88100051879883,85.5199966430664,21.93199920654297,112.12000274658203
2017-12-21,43.752498626708984,58.737998962402344,85.5,22.110666275024414,112.41000366210938
2017-12-22,43.752498626708984,58.417999267578125,85.51000213623047,21.68000030517578,112.69000244140625
2017-12-26,42.64250183105469,58.8380012512207,85.4000015258789,21.152666091918945,112.98999786376953
2017-12-27,42.650001525878906,59.112998962402344,85.70999908447266,20.775999069213867,114.0199966430664
2017-12-28,42.77000045776367,59.30500030517578,85.72000122070312,21.02400016784668,114.3499984741211
2017-12-29,42.307498931884766,58.4734992980957,85.54000091552734,20.75666618347168,114.0199966430664
2018-01-02,43.064998626708984,59.45050048828125,85.94999694824219,21.368667602539062,114.51000213623047
2018-01-03,43.057498931884766,60.209999084472656,86.3499984741211,21.149999618530273,115.6500015258789
2018-01-04,43.25749969482422,60.47949981689453,87.11000061035156,20.974666595458984,116.08000183105469
2018-01-05,43.75,61.457000732421875,88.19000244140625,21.10533332824707,118.86000061035156
2018-01-08,43.587501525878906,62.34349822998047,88.27999877929688,22.42733383178711,119.33999633789062
2018-01-09,43.58250045776367,62.6349983215332,88.22000122070312,22.246000289916992,119.11000061035156
2018-01-10,43.5724983215332,62.71649932861328,87.81999969482422,22.31999969482422,118.9800033569336
2018-01-11,43.81999969482422,63.83399963378906,88.08000183105469,22.530000686645508,119.83999633789062
2018-01-12,44.272499084472656,65.26000213623047,89.5999984741211,22.4146671295166,120.08999633789062
2018-01-16,44.04750061035156,65.24299621582031,88.3499984741211,22.67066764831543,120.38999938964844
2018-01-17,44.775001525878906,64.75,90.13999938964844,23.143999099731445,121.9800033569336
2018-01-18,44.814998626708984,64.66600036621094,90.0999984741211,22.971332550048828,123.11000061035156
2018-01-19,44.6150016784668,64.72899627685547,90.0,23.334667205810547,122.69999694824219
2018-01-22,44.25,66.3655014038086,91.61000061035156,23.437332153320312,124.33000183105469
2018-01-23,44.2599983215332,68.12699890136719,91.9000015258789,23.519332885742188,124.6500015258789
2018-01-24,43.55500030517578,67.87550354003906,91.81999969482422,23.05933380126953,124.55000305175781
2018-01-25,42.77750015258789,68.89749908447266,92.33000183105469,22.50933265686035,125.22000122070312
2018-01-26,42.877498626708984,70.10250091552734,94.05999755859375,22.856666564941406,126.31999969482422
2018-01-29,41.9900016784668,70.88400268554688,93.91999816894531,23.302000045776367,124.83999633789062
2018-01-30,41.74250030517578,71.89099884033203,92.73999786376953,23.05466651916504,123.55000305175781
2018-01-31,41.85749816894531,72.54450225830078,95.01000213623047,23.62066650390625,124.2300033569336
2018-02-01,41.94499969482422,69.5,94.26000213623047,23.28333282470703,125.72000122070312
2018-02-02,40.125,71.49749755859375,91.77999877929688,22.916667938232422,120.91000366210938
2018-02-05,39.122501373291016,69.5,88.0,22.208667755126953,116.2699966430664
2018-02-06,40.75749969482422,72.14199829101562,91.33000183105469,22.264667510986328,119.97000122070312
2018-02-07,39.8849983215332,70.83899688720703,89.61000061035156,23.0,119.6500015258789
2018-02-08,38.787498474121094,67.5250015258789,85.01000213623047,21.01533317565918,113.86000061035156
2018-02-09,39.102500915527344,66.9800033569336,88.18000030517578,20.69466781616211,116.31999969482422
2018-02-12,40.6775016784668,69.3115005493164,89.12999725341797,21.048667907714844,118.47000122070312
2018-02-13,41.084999084472656,70.72550201416016,89.83000183105469,21.577333450317383,118.3499984741211
2018-02-14,41.842498779296875,72.55249786376953,90.80999755859375,21.487333297729492,120.83000183105469
2018-02-15,43.247501373291016,73.08799743652344,92.66000366210938,22.271333694458008,122.27999877929688
2018-02-16,43.10749816894531,72.43450164794922,92.0,22.365999221801758,121.8499984741211
2018-02-20,42.962501525878906,73.4175033569336,92.72000122070312,22.31800079345703,122.01000213623047
2018-02-21,42.76750183105469,74.14600372314453,91.48999786376953,22.219999313354492,120.43000030517578
2018-02-22,43.125,74.26699829101562,91.7300033569336,23.077999114990234,120.37999725341797
2018-02-23,43.875,75.0,94.05999755859375,23.469999313354492,122.93000030517578
2018-02-26,44.74250030517578,76.09750366210938,95.41999816894531,23.827999114990234,124.58999633789062
2018-02-27,44.59749984741211,75.5989990234375,94.19999694824219,23.39933204650879,123.37000274658203
2018-02-28,44.529998779296875,75.62249755859375,93.7699966430664,22.87066650390625,122.94000244140625
2018-03-01,43.75,74.67250061035156,92.8499984741211,22.062000274658203,120.4000015258789
2018-03-02,44.0525016784668,75.01249694824219,93.05000305175781,22.341333389282227,120.7699966430664
2018-03-05,44.20500183105469,76.18049621582031,93.63999938964844,22.22333335876465,121.87999725341797
2018-03-06,44.16749954223633,76.88200378417969,93.31999969482422,21.8799991607666,121.05999755859375
2018-03-07,43.75749969482422,77.25,93.86000061035156,22.15333366394043,121.8499984741211
2018-03-08,44.23500061035156,77.59300231933594,94.43000030517578,21.940000534057617,122.22000122070312
2018-03-09,44.994998931884766,78.94450378417969,96.54000091552734,21.81133270263672,124.51000213623047
2018-03-12,45.43000030517578,79.91950225830078,96.7699966430664,23.034000396728516,124.23999786376953
2018-03-13,44.99250030517578,79.40899658203125,94.41000366210938,22.78933334350586,123.19999694824219
2018-03-14,44.61000061035156,79.55000305175781,93.8499984741211,21.775333404541016,122.58000183105469
